date,daily_new_cases_avg,active_cases,cumulative_total_deaths,daily_new_deaths_avg,lagged_cumulative_cases_1,lagged_cumulative_cases_2,lagged_cumulative_cases_3,cumulative_total_cases
2022-04-20,1564.4285714285713,12153.0,523342.0,34.0,43047594.0,43045527.0,43044280.0,43049974.0
2022-04-21,1779.0,12961.0,523396.0,36.0,43049974.0,43047594.0,43045527.0,43052425.0
2022-04-22,2000.7142857142858,13799.0,523429.0,35.714285714285715,43052425.0,43049974.0,43047594.0,43054952.0
2022-04-23,2206.8571428571427,14593.0,523473.0,37.0,43054952.0,43052425.0,43049974.0,43057545.0
2022-04-24,2258.0,15242.0,523503.0,36.857142857142854,43057545.0,43054952.0,43052425.0,43060086.0
2022-04-25,2367.1428571428573,15283.0,523503.0,32.42857142857143,43060086.0,43057545.0,43054952.0,43062097.0
2022-04-26,2581.714285714286,16449.0,523654.0,52.57142857142856,43062097.0,43060086.0,43057545.0,43065666.0
2022-04-27,2689.285714285714,16980.0,523693.0,50.142857142857146,43065666.0,43062097.0,43060086.0,43068799.0
2022-04-28,2865.8571428571427,18111.0,523753.0,51.00000000000001,43068799.0,43065666.0,43062097.0,43072486.0
2022-04-29,2987.4285714285716,18684.0,523803.0,53.42857142857143,43072486.0,43068799.0,43065666.0,43075864.0
2022-04-30,3091.857142857143,19092.0,523843.0,52.857142857142854,43075864.0,43072486.0,43068799.0,43079188.0
2022-05-01,3202.2857142857138,19657.0,523869.0,52.285714285714285,43079188.0,43075864.0,43072486.0,43082502.0
2022-05-02,3295.5714285714284,19390.0,523889.0,55.14285714285714,43082502.0,43079188.0,43075864.0,43085166.0
2022-05-03,3247.857142857143,19792.0,523920.0,38.0,43085166.0,43082502.0,43079188.0,43088401.0
2022-05-04,3227.714285714286,19719.0,523975.0,40.28571428571428,43088401.0,43085166.0,43082502.0,43091393.0
2022-05-05,3151.714285714286,22847.0,524002.0,35.57142857142857,43091393.0,43088401.0,43085166.0,43094548.0
2022-05-06,3268.4285714285716,20303.0,524024.0,31.571428571428577,43094548.0,43091393.0,43088401.0,43098743.0
2022-05-07,3331.428571428571,20949.0,524064.0,31.571428571428577,43098743.0,43094548.0,43091393.0,43102508.0
2022-05-08,3271.285714285714,20403.0,524093.0,32.0,43102508.0,43098743.0,43094548.0,43105401.0
2022-05-09,3217.571428571429,19637.0,524103.0,30.571428571428573,43105401.0,43102508.0,43098743.0,43107689.0
2022-05-10,3169.285714285714,19494.0,524157.0,33.857142857142854,43107689.0,43105401.0,43102508.0,43110586.0
2022-05-11,3145.7142857142862,19067.0,524181.0,29.428571428571427,43110586.0,43107689.0,43105401.0,43113413.0
2022-05-12,3150.285714285714,18950.0,524190.0,26.85714285714286,43113413.0,43110586.0,43107689.0,43116600.0
2022-05-13,2909.8571428571427,18096.0,524201.0,25.285714285714285,43116600.0,43113413.0,43110586.0,43119112.0
2022-05-14,2727.285714285714,17692.0,524214.0,21.428571428571427,43119112.00000001,43116600.0,43113412.99999999,43121599.00000001
